class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Zenkutsu Dachi Left,0.500063955783844,0.2362821400165558,-0.3224490284919739,0.9993705153465271,0.5016937255859375,0.222395658493042,-0.2891019880771637,0.9991080164909363,0.5040765404701233,0.2232174277305603,-0.28912490606307983,0.9985878467559814,0.506271243095398,0.2241663634777069,-0.289156049489975,0.9981784820556641,0.49109452962875366,0.2201305329799652,-0.31954237818717957,0.999556839466095,0.4861384928226471,0.21942925453186035,-0.31963038444519043,0.9995725750923157,0.4805881977081299,0.2187497317790985,-0.3197333812713623,0.9996820688247681,0.5000943541526794,0.23123854398727417,-0.10768954455852509,0.9925774931907654,0.4652610719203949,0.22398513555526733,-0.24766752123832703,0.9998452663421631,0.5001201033592224,0.25404319167137146,-0.25250351428985596,0.9980212450027466,0.4885741174221039,0.25279369950294495,-0.2930299937725067,0.9997312426567078,0.5032469630241394,0.3276747465133667,0.07263488322496414,0.9939742684364319,0.42136210203170776,0.3060871660709381,-0.2225073277950287,0.9999558925628662,0.484961599111557,0.4449271261692047,0.17268873751163483,0.02398349530994892,0.3516276180744171,0.40800467133522034,-0.24593977630138397,0.9986047148704529,0.5078681111335754,0.5203549861907959,0.020571967586874962,0.04009454324841499,0.4034052789211273,0.5060936808586121,-0.3166787028312683,0.9900491237640381,0.5032761096954346,0.5510267615318298,-0.008014576509594917,0.05583057925105095,0.42224931716918945,0.5175747275352478,-0.3630009591579437,0.9703184962272644,0.5055216550827026,0.5487199425697327,-0.05363551527261734,0.059043023735284805,0.4306175708770752,0.5024855732917786,-0.35860100388526917,0.9685983657836914,0.5016750693321228,0.5387253165245056,-0.004475468769669533,0.05723506212234497,0.4257114827632904,0.4978099465370178,-0.3129211664199829,0.9469751715660095,0.5115182995796204,0.5638380646705627,0.08826017379760742,0.9993029832839966,0.4462536871433258,0.567875325679779,-0.08818140625953674,0.9996110796928406,0.5987846255302429,0.7009475231170654,0.015207426622509956,0.9945788383483887,0.38082945346832275,0.7228076457977295,-0.08911462128162384,0.9971120357513428,0.5998314619064331,0.8476555347442627,0.2778967022895813,0.9940382242202759,0.3012733459472656,0.8414313793182373,0.16855578124523163,0.9974053502082825,0.5880135297775269,0.872083306312561,0.2950773239135742,0.9643079042434692,0.28964295983314514,0.8551725745201111,0.18736904859542847,0.9109814763069153,0.6471149921417236,0.9020624160766602,0.16717636585235596,0.985917866230011,0.3013654351234436,0.900309681892395,0.027874866500496864,0.9916731715202332
Zenkutsu Dachi Left,0.49973195791244507,0.23287279903888702,-0.30870330333709717,0.999416172504425,0.5014082193374634,0.22071601450443268,-0.27209487557411194,0.9991767406463623,0.503891110420227,0.22161965072155,-0.27211254835128784,0.998694896697998,0.5061696767807007,0.2226564735174179,-0.27214229106903076,0.9983149170875549,0.49049073457717896,0.2186233550310135,-0.30160030722618103,0.9995900988578796,0.4855789542198181,0.2181069701910019,-0.3016773462295532,0.9996047019958496,0.48018160462379456,0.2175462692975998,-0.3017374873161316,0.9997062087059021,0.5006346702575684,0.2307692915201187,-0.08273950219154358,0.9931427836418152,0.46578168869018555,0.22356091439723969,-0.21785083413124084,0.9998572468757629,0.5002263784408569,0.2514112591743469,-0.23678183555603027,0.9981456398963928,0.4885334372520447,0.2500862777233124,-0.2758837938308716,0.9997479319572449,0.5065397024154663,0.3276907503604889,0.10022743046283722,0.9941256046295166,0.4212467670440674,0.30619102716445923,-0.2011145055294037,0.9999576807022095,0.48555225133895874,0.4391945004463196,0.19663843512535095,0.02298799157142639,0.3516747057437897,0.4076779782772064,-0.22719097137451172,0.9986225366592407,0.5003052949905396,0.5226674675941467,0.04778270795941353,0.03869636356830597,0.4021941125392914,0.5060065984725952,-0.2920582890510559,0.9900076985359192,0.5017372369766235,0.5509658455848694,0.02421305514872074,0.05424472317099571,0.4200383126735687,0.5177513360977173,-0.3354897201061249,0.9701465368270874,0.5053478479385376,0.5487573146820068,-0.021221552044153214,0.0573284849524498,0.4287620484828949,0.5029705166816711,-0.32856857776641846,0.9684253334999084,0.5015053749084473,0.5389125943183899,0.02285788394510746,0.055637240409851074,0.42392486333847046,0.498239129781723,-0.2871769666671753,0.946684718132019,0.5104588866233826,0.5639744997024536,0.08945119380950928,0.9993452429771423,0.4459293782711029,0.5682163238525391,-0.08941536396741867,0.9996311664581299,0.5987288951873779,0.6913002133369446,-0.03836928680539131,0.9947659373283386,0.3800554871559143,0.7274144291877747,-0.10981293767690659,0.9972557425498962,0.5993364453315735,0.8478432893753052,0.2016315460205078,0.9942986965179443,0.2962566018104553,0.8463483452796936,0.12133161723613739,0.9975069761276245,0.5857052803039551,0.8730723261833191,0.21685712039470673,0.9654370546340942,0.28509148955345154,0.859561562538147,0.13791653513908386,0.9128274917602539,0.6423498392105103,0.9019706845283508,0.08921387791633606,0.9865491986274719,0.2979297935962677,0.9118939638137817,-0.013052647933363914,0.9920307397842407
Zenkutsu Dachi Left,0.4976591169834137,0.23195995390415192,-0.31105417013168335,0.9994555115699768,0.5007221102714539,0.22029739618301392,-0.2751082479953766,0.9992358684539795,0.5034035444259644,0.22125692665576935,-0.2751277983188629,0.9987853765487671,0.505796492099762,0.22234651446342468,-0.27515488862991333,0.9984269738197327,0.48925909399986267,0.21810975670814514,-0.3031192719936371,0.9996184706687927,0.484142541885376,0.2175111472606659,-0.3031941056251526,0.9996321201324463,0.4788180887699127,0.21674983203411102,-0.3032570481300354,0.9997266530990601,0.5008383393287659,0.23059670627117157,-0.08452749252319336,0.9936079382896423,0.46549758315086365,0.22223767638206482,-0.2069142758846283,0.9998677372932434,0.49906206130981445,0.2509654760360718,-0.2392560988664627,0.9982407093048096,0.486456960439682,0.24903681874275208,-0.2760651409626007,0.9997608065605164,0.5065354108810425,0.325931191444397,0.09978357702493668,0.9942541122436523,0.42111682891845703,0.3059358596801758,-0.18267877399921417,0.9999592900276184,0.484857976436615,0.43672865629196167,0.19344079494476318,0.022131960839033127,0.351836234331131,0.4073679745197296,-0.20210623741149902,0.9985678791999817,0.4921426773071289,0.5226218700408936,0.04171551764011383,0.03771240636706352,0.4021194577217102,0.5052757859230042,-0.26886799931526184,0.9895423650741577,0.49569350481033325,0.5494766235351562,0.016531147062778473,0.05321047082543373,0.41999107599258423,0.5176646113395691,-0.3110707402229309,0.9689747095108032,0.5012285709381104,0.5481933951377869,-0.028359660878777504,0.056194107979536057,0.42839860916137695,0.5028417110443115,-0.3059511184692383,0.9672356843948364,0.4973991811275482,0.5385729074478149,0.016962135210633278,0.05456915125250816,0.4236014485359192,0.4980977177619934,-0.26462578773498535,0.9451796412467957,0.5105172991752625,0.5637195110321045,0.08943812549114227,0.9993749856948853,0.4460422992706299,0.5683475136756897,-0.0894036814570427,0.9996473789215088,0.5987980961799622,0.6901857256889343,-0.018726158887147903,0.9948486089706421,0.38044923543930054,0.7288933992385864,-0.11368684470653534,0.9973725080490112,0.598396897315979,0.8478369116783142,0.23345065116882324,0.9944660663604736,0.2942090928554535,0.849609375,0.11991214752197266,0.9975913166999817,0.5834544897079468,0.8733818531036377,0.24978303909301758,0.9660871624946594,0.28472262620925903,0.8613269329071045,0.13702353835105896,0.9146361351013184,0.6387737989425659,0.9007880687713623,0.12040610611438751,0.9869241714477539,0.2902999222278595,0.9191734790802002,-0.013336168602108955,0.9923267960548401
Zenkutsu Dachi Left,0.4968997836112976,0.23203261196613312,-0.3070386052131653,0.9994944930076599,0.5003237724304199,0.22015386819839478,-0.2706250846385956,0.9992930293083191,0.5030526518821716,0.22108982503414154,-0.27064600586891174,0.99887615442276,0.5054641366004944,0.22213517129421234,-0.27067241072654724,0.9985413551330566,0.4888524115085602,0.21790434420108795,-0.2972407937049866,0.9996457695960999,0.48383092880249023,0.21722006797790527,-0.2973129153251648,0.9996582865715027,0.4785728454589844,0.2162720263004303,-0.29736655950546265,0.9997459650039673,0.5008388757705688,0.23005981743335724,-0.07997554540634155,0.9940898418426514,0.465493381023407,0.22079047560691833,-0.2004740983247757,0.999877393245697,0.49841195344924927,0.25095754861831665,-0.2347184717655182,0.9983457326889038,0.4857828617095947,0.24899767339229584,-0.2697286009788513,0.9997736811637878,0.5065475702285767,0.3252187967300415,0.1017121896147728,0.9943898916244507,0.4209873676300049,0.30637073516845703,-0.1742844134569168,0.9999596476554871,0.4866567552089691,0.4356684684753418,0.19179078936576843,0.0214773491024971,0.35182565450668335,0.4071826636791229,-0.18926465511322021,0.9985846877098083,0.49280691146850586,0.5205597281455994,0.04028511792421341,0.037095699459314346,0.4016685485839844,0.5051960349082947,-0.25301772356033325,0.9893910884857178,0.4986800253391266,0.5484696626663208,0.015104524791240692,0.052670978009700775,0.4188214838504791,0.5177128314971924,-0.2932088077068329,0.9684761762619019,0.5044121146202087,0.5476418733596802,-0.02985982969403267,0.05563594400882721,0.4271318316459656,0.5029974579811096,-0.289364755153656,0.9667693972587585,0.49975234270095825,0.5383842587471008,0.015898622572422028,0.05398857221007347,0.42250266671180725,0.4982428252696991,-0.24895842373371124,0.9447374939918518,0.5094717741012573,0.5637080669403076,0.08497007191181183,0.9994143843650818,0.4459984302520752,0.5683022737503052,-0.08491411805152893,0.9996618032455444,0.5978535413742065,0.683393120765686,-0.08306499570608139,0.9950754642486572,0.38000816106796265,0.728924036026001,-0.09880756586790085,0.9974269866943359,0.5984535813331604,0.8475978374481201,0.1246388703584671,0.9946756362915039,0.2943985164165497,0.8489211797714233,0.16378293931484222,0.9973974227905273,0.5836392641067505,0.8734046816825867,0.13661789894104004,0.9663046598434448,0.2847119867801666,0.8589933514595032,0.18421152234077454,0.9088422656059265,0.6385613679885864,0.9007425308227539,-0.001115649938583374,0.9874040484428406,0.291573166847229,0.9166252613067627,0.046200525015592575,0.9919127225875854
Zenkutsu Dachi Left,0.49486789107322693,0.2315043807029724,-0.30358272790908813,0.9995291233062744,0.49919137358665466,0.219855397939682,-0.2669549584388733,0.9993452429771423,0.5022097826004028,0.22086502611637115,-0.2669745087623596,0.9989582300186157,0.5048257112503052,0.22193723917007446,-0.26701128482818604,0.9986456036567688,0.48738518357276917,0.21704885363578796,-0.2933224141597748,0.9996709227561951,0.48235782980918884,0.2159629613161087,-0.2933918237686157,0.9996819496154785,0.4773108959197998,0.21457341313362122,-0.2934386432170868,0.9997631907463074,0.5008397102355957,0.22992901504039764,-0.0755092203617096,0.9945374727249146,0.46526655554771423,0.21863095462322235,-0.19630131125450134,0.9998862147331238,0.4966636598110199,0.25024673342704773,-0.2307494580745697,0.998441219329834,0.48349088430404663,0.2474643588066101,-0.2655033469200134,0.9997847676277161,0.5065245628356934,0.3248535692691803,0.10766943544149399,0.9944949150085449,0.4208967089653015,0.3063921630382538,-0.1703934371471405,0.9999599456787109,0.48669999837875366,0.4355173110961914,0.20077359676361084,0.02083153836429119,0.35160574316978455,0.4068851172924042,-0.18529927730560303,0.9985681176185608,0.49481987953186035,0.5217708945274353,0.04787003993988037,0.036085907369852066,0.4012055993080139,0.5051448941230774,-0.24870605766773224,0.9888157844543457,0.49910107254981995,0.5484961271286011,0.023887062445282936,0.05146436020731926,0.4188120365142822,0.5177097320556641,-0.28792327642440796,0.9669128656387329,0.5052406787872314,0.5479001998901367,-0.020857224240899086,0.05435531586408615,0.42696839570999146,0.5030467510223389,-0.2835084795951843,0.9651916027069092,0.5004866123199463,0.5387698411941528,0.02340805158019066,0.0528111532330513,0.4222330152988434,0.49839890003204346,-0.24435988068580627,0.9425638318061829,0.5088478326797485,0.5648221373558044,0.08484713733196259,0.9994571208953857,0.4457895755767822,0.5697097182273865,-0.08479176461696625,0.999680757522583,0.5979910492897034,0.682336151599884,-0.10955139249563217,0.9953070282936096,0.3800348937511444,0.7337284088134766,-0.10729064792394638,0.9975113272666931,0.5980728268623352,0.8484246730804443,0.10472242534160614,0.9948481917381287,0.29429951310157776,0.8485709428787231,0.16767719388008118,0.9972188472747803,0.5820819139480591,0.8742111921310425,0.1177520751953125,0.9670313596725464,0.28487128019332886,0.8572758436203003,0.18975374102592468,0.9045795798301697,0.638096034526825,0.9007421731948853,-0.015160391107201576,0.9877774715423584,0.2895445227622986,0.9156718850135803,0.057442329823970795,0.9915119409561157
Zenkutsu Dachi Left,0.4953972399234772,0.23180434107780457,-0.29632264375686646,0.999552845954895,0.49927210807800293,0.2200586497783661,-0.2613462805747986,0.9993825554847717,0.5022301077842712,0.2210434228181839,-0.26136791706085205,0.9990193843841553,0.5048284530639648,0.22207146883010864,-0.2614002823829651,0.998722493648529,0.48770442605018616,0.21741800010204315,-0.2884219288825989,0.9996879696846008,0.4827686846256256,0.2164762020111084,-0.2884954810142517,0.9996979832649231,0.4777624011039734,0.2152593433856964,-0.2885522246360779,0.999774694442749,0.5009812116622925,0.23003122210502625,-0.07589176297187805,0.9948772192001343,0.46607857942581177,0.2194577157497406,-0.20026955008506775,0.9998922944068909,0.4972062110900879,0.25041329860687256,-0.22555311024188995,0.9984970092773438,0.48413118720054626,0.2478824257850647,-0.2613217830657959,0.9997901320457458,0.5077071189880371,0.32516714930534363,0.10383852571249008,0.9945583939552307,0.42117562890052795,0.3066510260105133,-0.1773514449596405,0.99996018409729,0.48715123534202576,0.43578121066093445,0.19691835343837738,0.020275872200727463,0.351590096950531,0.40672779083251953,-0.19457031786441803,0.9985905885696411,0.4950655996799469,0.5212496519088745,0.0457562580704689,0.03538880869746208,0.4009173810482025,0.5051450729370117,-0.254381000995636,0.9886955618858337,0.49926304817199707,0.5484168529510498,0.02203848958015442,0.05072106420993805,0.4187092185020447,0.5177062153816223,-0.2939046025276184,0.9665091633796692,0.5052670836448669,0.547782301902771,-0.022375162690877914,0.05356703698635101,0.42672237753868103,0.5031124949455261,-0.2880363464355469,0.9647957682609558,0.5005213022232056,0.5387499332427979,0.021463405340909958,0.05205538123846054,0.4217851758003235,0.4985552430152893,-0.24950334429740906,0.9420020580291748,0.5068299174308777,0.5649778842926025,0.08420845121145248,0.9994930028915405,0.4443748891353607,0.5699306130409241,-0.08413960039615631,0.9996961355209351,0.5968384146690369,0.679604709148407,-0.09788111597299576,0.9955054521560669,0.3799038827419281,0.7338367104530334,-0.10200704634189606,0.9976166486740112,0.5983835458755493,0.8482898473739624,0.08632117509841919,0.9950710535049438,0.2940932512283325,0.8484055995941162,0.16740252077579498,0.997137188911438,0.5823075771331787,0.8749014139175415,0.09618238359689713,0.9677881598472595,0.2835320830345154,0.8571147918701172,0.18856780230998993,0.9017156362533569,0.6393834352493286,0.9002898335456848,-0.039140790700912476,0.9883013367652893,0.2901833653450012,0.9147980213165283,0.05535168573260307,0.9913620948791504
Zenkutsu Dachi Left,0.49544915556907654,0.23186549544334412,-0.2924574017524719,0.9995791912078857,0.499203622341156,0.22004297375679016,-0.2567584216594696,0.9994230270385742,0.502097487449646,0.22100630402565002,-0.2567821443080902,0.9990836977958679,0.5046318173408508,0.22201165556907654,-0.25681084394454956,0.998803436756134,0.48772305250167847,0.2174273431301117,-0.28470465540885925,0.9997073411941528,0.4827660620212555,0.21651722490787506,-0.28478044271469116,0.9997163414955139,0.47771912813186646,0.2153383195400238,-0.28483670949935913,0.9997880458831787,0.5008508563041687,0.2299538552761078,-0.07107193768024445,0.9952203035354614,0.46601635217666626,0.21964696049690247,-0.1993168294429779,0.9998993277549744,0.4974464774131775,0.2504192292690277,-0.2217758595943451,0.9985591769218445,0.4844008982181549,0.24791915714740753,-0.25872138142585754,0.9997977018356323,0.5084900856018066,0.3255145251750946,0.10627154260873795,0.9945759773254395,0.4211815297603607,0.3075970709323883,-0.17965099215507507,0.9999603629112244,0.4852498173713684,0.4359775185585022,0.19489404559135437,0.0196404866874218,0.35167592763900757,0.4069635570049286,-0.19694313406944275,0.9985906481742859,0.49470072984695435,0.5235294699668884,0.03979102522134781,0.03470199182629585,0.4011094570159912,0.5053279995918274,-0.24711072444915771,0.988436222076416,0.49909597635269165,0.5490367412567139,0.015715692192316055,0.049957841634750366,0.4187951683998108,0.517952561378479,-0.2852690815925598,0.9658350944519043,0.5048619508743286,0.5485562682151794,-0.027100548148155212,0.05277068167924881,0.42684832215309143,0.5032304525375366,-0.27865317463874817,0.9641207456588745,0.5000902414321899,0.5395667552947998,0.015561357140541077,0.0512753464281559,0.4219357371330261,0.4986066520214081,-0.2416638433933258,0.9410600066184998,0.5068783164024353,0.5652000904083252,0.0843304768204689,0.9995223879814148,0.4443957805633545,0.5702071785926819,-0.08426696062088013,0.9997105598449707,0.5968642830848694,0.680911660194397,-0.0885729193687439,0.9956749677658081,0.37996476888656616,0.7335337400436401,-0.1017443984746933,0.9977189302444458,0.5974786877632141,0.8500812649726868,0.11488612741231918,0.9952702522277832,0.29442262649536133,0.8485147356987,0.1572522670030594,0.9971987009048462,0.5818193554878235,0.8771113753318787,0.12637463212013245,0.9690196514129639,0.2846490740776062,0.8580039739608765,0.17619021236896515,0.90232253074646,0.6396073698997498,0.9002935290336609,-0.005231432616710663,0.988797128200531,0.2904685139656067,0.9151402115821838,0.04488768056035042,0.9915420413017273
Zenkutsu Dachi Left,0.49801570177078247,0.23174910247325897,-0.28260746598243713,0.999567449092865,0.49935632944107056,0.21992610394954681,-0.24864645302295685,0.9994207620620728,0.5021036863327026,0.22077924013137817,-0.24867863953113556,0.9990818500518799,0.5045968890190125,0.2216627150774002,-0.2487155944108963,0.9988043308258057,0.4887363910675049,0.2174740582704544,-0.2786025404930115,0.9997039437294006,0.48400038480758667,0.2167350947856903,-0.27867957949638367,0.9997127056121826,0.4790024161338806,0.21586836874485016,-0.2787671983242035,0.9997856616973877,0.5003892183303833,0.22968801856040955,-0.06871559470891953,0.9952773451805115,0.4663037359714508,0.22158114612102509,-0.20329996943473816,0.9998990893363953,0.4996919631958008,0.24994884431362152,-0.21353662014007568,0.9985222220420837,0.488361120223999,0.2479894906282425,-0.25307220220565796,0.9997915029525757,0.5093398094177246,0.3259195387363434,0.10770533233880997,0.9944441318511963,0.4215896725654602,0.3080647885799408,-0.1809430569410324,0.9999596476554871,0.48730355501174927,0.4358517825603485,0.204567551612854,0.018826240673661232,0.35194143652915955,0.40695080161094666,-0.21255259215831757,0.9986347556114197,0.4991781711578369,0.5228838920593262,0.05735795572400093,0.0337609238922596,0.4015243947505951,0.505329966545105,-0.2651735842227936,0.9888080358505249,0.5061215162277222,0.5459041595458984,0.034790027886629105,0.049066346138715744,0.41979852318763733,0.5179151892662048,-0.3034105598926544,0.9668310284614563,0.5112113356590271,0.5446446537971497,-0.011195750907063484,0.051804643124341965,0.42731595039367676,0.5032394528388977,-0.2944464683532715,0.9651474356651306,0.5062226057052612,0.5359182953834534,0.03240623325109482,0.050398875027894974,0.42242732644081116,0.4986128807067871,-0.2591688334941864,0.9424877166748047,0.5072913765907288,0.5652549266815186,0.08521436899900436,0.9995331168174744,0.4446835517883301,0.570586621761322,-0.08512511104345322,0.9997105002403259,0.5973482728004456,0.6811119914054871,-0.07988781481981277,0.9957402348518372,0.38001492619514465,0.733270525932312,-0.09963192045688629,0.9977743625640869,0.5972904562950134,0.8517356514930725,0.12369617074728012,0.9953592419624329,0.2944808602333069,0.8506668210029602,0.13758638501167297,0.997252881526947,0.5818915367126465,0.8789477944374084,0.1352800577878952,0.9698967337608337,0.2845260798931122,0.8607035875320435,0.1538577675819397,0.9040031433105469,0.639760434627533,0.901728630065918,0.004358008503913879,0.9890851974487305,0.29053646326065063,0.9213903546333313,0.009774962440133095,0.9917027354240417
Zenkutsu Dachi Left,0.4995502531528473,0.23167692124843597,-0.2807072103023529,0.9995580911636353,0.4995465874671936,0.21985433995723724,-0.24692805111408234,0.9994199275970459,0.5021346807479858,0.2206423282623291,-0.24696104228496552,0.9990817904472351,0.5045909285545349,0.22145721316337585,-0.24699907004833221,0.9988072514533997,0.4895331859588623,0.21751494705677032,-0.27726632356643677,0.9997016191482544,0.48492294549942017,0.21689864993095398,-0.27734342217445374,0.9997101426124573,0.479941189289093,0.21623237431049347,-0.27743738889694214,0.9997840523719788,0.5001039505004883,0.22952404618263245,-0.06789661943912506,0.9953310489654541,0.4665324091911316,0.22264835238456726,-0.20490816235542297,0.9998990893363953,0.5009936690330505,0.24965932965278625,-0.21180307865142822,0.998491644859314,0.49037593603134155,0.248042032122612,-0.25186672806739807,0.9997864961624146,0.5097568035125732,0.3262415826320648,0.10838385671377182,0.99432373046875,0.42182832956314087,0.3083592653274536,-0.18191225826740265,0.9999591112136841,0.4884254038333893,0.4358334541320801,0.20744171738624573,0.018086571246385574,0.3521409034729004,0.40694287419319153,-0.2186581790447235,0.9986746907234192,0.5020492076873779,0.5224349498748779,0.06107934191823006,0.03295894339680672,0.4018375277519226,0.5053303241729736,-0.2743425965309143,0.9891592860221863,0.5094298124313354,0.5442434549331665,0.03847607970237732,0.04833899438381195,0.4204432964324951,0.5178831815719604,-0.3134382367134094,0.9677808284759521,0.5142675638198853,0.5426409840583801,-0.008072732016444206,0.05101760849356651,0.4276609420776367,0.5032461285591125,-0.3042895197868347,0.9661272764205933,0.5092226266860962,0.5340333580970764,0.03595166280865669,0.04969039559364319,0.42279475927352905,0.4986167252063751,-0.26844146847724915,0.9438580274581909,0.5075989961624146,0.5652841925621033,0.08592437207698822,0.9995418787002563,0.4449532926082611,0.570793092250824,-0.08581957966089249,0.9997100830078125,0.5976718664169312,0.6812304854393005,-0.07678026705980301,0.9957898259162903,0.38004380464553833,0.7330414652824402,-0.09810643643140793,0.9978238940238953,0.5971434116363525,0.8525784611701965,0.12709765136241913,0.9954345226287842,0.2945152521133423,0.8518785834312439,0.13304024934768677,0.9973065853118896,0.58191978931427,0.8799169063568115,0.13873744010925293,0.9706878066062927,0.28438645601272583,0.8622385859489441,0.1490100920200348,0.9056376218795776,0.6398553252220154,0.9025388360023499,0.00820433720946312,0.9893379807472229,0.2906094193458557,0.9236471652984619,0.002224463503807783,0.9918588995933533
Zenkutsu Dachi Left,0.5009604692459106,0.23215481638908386,-0.28416216373443604,0.9995769262313843,0.5006948709487915,0.21993522346019745,-0.2494007796049118,0.9994499087333679,0.5029457211494446,0.2206980288028717,-0.2494288682937622,0.9991316199302673,0.5051451325416565,0.22149285674095154,-0.24945911765098572,0.998868465423584,0.4912656843662262,0.21773110330104828,-0.27988046407699585,0.9997149705886841,0.48668354749679565,0.21715551614761353,-0.2799603343009949,0.9997232556343079,0.48167675733566284,0.21652692556381226,-0.280036985874176,0.9997932314872742,0.5002809762954712,0.2295062392950058,-0.0684874877333641,0.9955992102622986,0.4679279923439026,0.22275425493717194,-0.20636603236198425,0.9999038577079773,0.501802384853363,0.2502976059913635,-0.21476054191589355,0.9985234141349792,0.49130120873451233,0.248932883143425,-0.25491124391555786,0.9997895956039429,0.5096664428710938,0.3262366056442261,0.10903938859701157,0.994257926940918,0.4222714304924011,0.3083585202693939,-0.19062845408916473,0.9999586343765259,0.48396483063697815,0.43660151958465576,0.20573194324970245,0.01758384145796299,0.3521818518638611,0.4070143699645996,-0.22059278190135956,0.9987056851387024,0.49284130334854126,0.5261207818984985,0.0589284673333168,0.032638102769851685,0.40194445848464966,0.5054940581321716,-0.2688866853713989,0.9892697334289551,0.4985538423061371,0.5487228035926819,0.03385700657963753,0.04810366407036781,0.42047667503356934,0.5182501077651978,-0.30726534128189087,0.9680639505386353,0.5038336515426636,0.5473516583442688,-0.013814116828143597,0.050755519419908524,0.42783123254776,0.5035720467567444,-0.2988216280937195,0.9664381146430969,0.49923643469810486,0.5384975075721741,0.03281177952885628,0.04938226565718651,0.4229896068572998,0.49892786145210266,-0.26274269819259644,0.9442386031150818,0.5058428049087524,0.5652669668197632,0.08853574097156525,0.9995473623275757,0.44471651315689087,0.5708016753196716,-0.08843930065631866,0.999707043170929,0.5972412824630737,0.6743285059928894,-0.08373283594846725,0.9958013296127319,0.38004249334335327,0.7328770756721497,-0.096262127161026,0.9978580474853516,0.5982415080070496,0.8452193140983582,0.10516146570444107,0.9955023527145386,0.2939361035823822,0.8519655466079712,0.118913434445858,0.9973351955413818,0.5820878744125366,0.8741573095321655,0.1153583973646164,0.971365213394165,0.28325146436691284,0.8626441955566406,0.13318754732608795,0.9061096906661987,0.6399575471878052,0.8986167311668396,-0.013702534139156342,0.9896098971366882,0.29309314489364624,0.9225369095802307,-0.013024071231484413,0.991921603679657
